YEAR,GEO_ID,NAME,POP,OVERALL,CHILD
2022,310M600US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19592706,12.3,16.4
2022,310M600US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",12920085,12.8,16.4
2022,310M600US16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9415813,11.1,15
2022,310M600US19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7578752,10.7,14.8
2022,310M600US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",7052486,13.4,19.1
2022,310M600US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6251277,7.7,9.8
2022,310M600US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6082988,11.8,16
2022,310M600US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",6040592,13.4,17.6
2022,310M600US12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",6003461,10.8,14.9
2022,310M600US38060,"Phoenix-Mesa-Chandler, AZ Metro Area",4779055,11.5,16
2022,310M600US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4769966,9,9.9
2022,310M600US41860,"San Francisco-Oakland-Berkeley, CA Metro Area",4632522,8.6,8.9
2022,310M600US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4528467,12.5,16.7
2022,310M600US19820,"Detroit-Warren-Dearborn, MI Metro Area",4331821,13.3,19.5
2022,310M600US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3941536,8.3,9.4
2022,310M600US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3619844,8.2,9.8
2022,310M600US41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",3204475,10.6,12.6
2022,310M600US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3137532,12.6,16.7
2022,310M600US19740,"Denver-Aurora-Lakewood, CO Metro Area",2926261,8.2,10.4
2022,310M600US12580,"Baltimore-Columbia-Towson, MD Metro Area",2781262,10,12.8
2022,310M600US41180,"St. Louis, MO-IL Metro Area",2753642,10.5,14
2022,310M600US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2626590,12.2,16.5
2022,310M600US16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2626017,10.4,14.3
2022,310M600US41700,"San Antonio-New Braunfels, TX Metro Area",2525777,13.7,19.2
2022,310M600US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2472282,9.7,10.9
2022,310M600US40900,"Sacramento-Roseville-Folsom, CA Metro Area",2363211,12,14.8
2022,310M600US38300,"Pittsburgh, PA Metro Area",2306710,10.7,14
2022,310M600US12420,"Austin-Round Rock-Georgetown, TX Metro Area",2252915,10.2,12
2022,310M600US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2242185,13.4,18.3
2022,310M600US17140,"Cincinnati, OH-KY-IN Metro Area",2205325,11.6,14.9
2022,310M600US28140,"Kansas City, MO-KS Metro Area",2158230,10,13.5
2022,310M600US18140,"Columbus, OH Metro Area",2086021,12.2,16.7
2022,310M600US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2066885,10.8,14.3
2022,310M600US41980,"San Juan-Bayamón-Caguas, PR Metro Area",2056558,38.5,53.1
2022,310M600US17460,"Cleveland-Elyria, OH Metro Area",2040855,13.6,19.5
2022,310M600US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1951935,10.7,14.2
2022,310M600US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1950901,6.9,6.6
2022,310M600US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1736713,10.7,15.1
2022,310M600US39300,"Providence-Warwick, RI-MA Metro Area",1615375,11.2,14.3
2022,310M600US27260,"Jacksonville, FL Metro Area",1580142,12,17
2022,310M600US33340,"Milwaukee-Waukesha, WI Metro Area",1541792,12.5,17.6
2022,310M600US39580,"Raleigh-Cary, NC Metro Area",1394787,8.7,10.7
2022,310M600US36420,"Oklahoma City, OK Metro Area",1393744,13.8,18.4
2022,310M600US32820,"Memphis, TN-MS-AR Metro Area",1310789,16.5,24.6
2022,310M600US40060,"Richmond, VA Metro Area",1283126,10.1,13.8
2022,310M600US31140,"Louisville/Jefferson County, KY-IN Metro Area",1256676,12.1,17.4
2022,310M600US35380,"New Orleans-Metairie, LA Metro Area",1242437,16.8,23.9
2022,310M600US41620,"Salt Lake City, UT Metro Area",1237984,7.9,8.4
2022,310M600US25540,"Hartford-East Hartford-Middletown, CT Metro Area",1173788,10.1,13.1
2022,310M600US15380,"Buffalo-Cheektowaga, NY Metro Area",1136570,13.6,18.9
2022,310M600US13820,"Birmingham-Hoover, AL Metro Area",1087845,13.6,18.5
2022,310M600US24340,"Grand Rapids-Kentwood, MI Metro Area",1059992,9.9,11.8
2022,310M600US40380,"Rochester, NY Metro Area",1050122,12.7,17.7
2022,310M600US46060,"Tucson, AZ Metro Area",1014998,14.9,19.8
